image,ground_truth,prediction,confidence,error_type,notes
P03_S01_MIX_0015.jpg,cup,laptop,0.4883134663105011,class_confusion,IoU=0.889
P03_S01_MIX_0016.jpg,cup,cup,0.38075217604637146,low_confidence_correct,IoU=0.915
P03_S01_MIX_0016.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0016.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0016.jpg,cup,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0016.jpg,cup,laptop,0.27608972787857056,class_confusion,IoU=0.807
P03_S01_MIX_0017.jpg,cup,cup,0.49623286724090576,low_confidence_correct,IoU=0.898
P03_S01_MIX_0017.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0017.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0018.jpg,cup,cup,0.35664665699005127,low_confidence_correct,IoU=0.931
P03_S01_MIX_0018.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MOU_0004.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MOU_0005.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MOU_0006.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MOU_0007.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MOU_0007.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MOU_0008.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MOU_0009.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MOU_0010.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MOU_0011.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MOU_0012.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MOU_0013.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MOU_0014.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MOU_0015.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MOU_0016.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MOU_0017.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MOU_0018.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MOU_0019.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MOU_0020.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MOU_0021.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MOU_0021.jpg,keyboard,mouse,0.4115754961967468,false_positive,IoU=0.438
P03_S01_MOU_0022.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MOU_0023.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MOU_0024.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MOU_0025.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MOU_0025.jpg,mouse,laptop,0.44224315881729126,false_positive,IoU=0.105
P03_S01_MOU_0026.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MOU_0026.jpg,keyboard,mouse,0.5993823409080505,class_confusion,IoU=0.815
P03_S01_MOU_0026.jpg,mouse,laptop,0.4192127585411072,false_positive,IoU=0.114
P03_S01_MOU_0027.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MOU_0027.jpg,mouse,laptop,0.2907833755016327,false_positive,IoU=0.112
P05_S04_CUP_0034.jpg,cup,,,false_negative,best same-class IoU=0.000
P05_S04_CUP_0034.jpg,cup,laptop,0.5577380061149597,false_positive,IoU=0.051
P05_S04_CUP_0034.jpg,cup,laptop,0.5561726689338684,class_confusion,IoU=0.593
P05_S04_CUP_0034.jpg,cup,laptop,0.4471089839935303,false_positive,IoU=0.052
P05_S04_CUP_0034.jpg,cup,laptop,0.3204911947250366,false_positive,IoU=0.254
P05_S04_CUP_0035.jpg,cup,,,false_negative,best same-class IoU=0.000
P05_S04_CUP_0035.jpg,cup,laptop,0.6578640937805176,class_confusion,IoU=0.875
P05_S04_CUP_0035.jpg,cup,laptop,0.32110729813575745,false_positive,IoU=0.186
P05_S04_CUP_0036.jpg,cup,,,false_negative,best same-class IoU=0.000
P05_S04_CUP_0036.jpg,cup,laptop,0.567602813243866,class_confusion,IoU=0.564
P05_S04_CUP_0036.jpg,cup,laptop,0.321845144033432,false_positive,IoU=0.034
P05_S04_CUP_0037.jpg,cup,laptop,0.8399184346199036,false_positive,IoU=0.133
P05_S04_CUP_0038.jpg,cup,headphones,0.3184599280357361,false_positive,IoU=0.000
P05_S04_CUP_0038.jpg,cup,laptop,0.2654918134212494,false_positive,IoU=0.000
P05_S04_CUP_0039.jpg,cup,laptop,0.4514150619506836,false_positive,IoU=0.077
P05_S04_CUP_0040.jpg,cup,cup,0.46824541687965393,low_confidence_correct,IoU=0.765
P05_S04_CUP_0040.jpg,cup,laptop,0.4562562108039856,false_positive,IoU=0.000
P05_S04_CUP_0040.jpg,cup,laptop,0.369951069355011,false_positive,IoU=0.073
P05_S04_HDP_0047.jpg,headphones,headphones,0.3387588858604431,false_positive,IoU=0.000
P05_S04_HDP_0048.jpg,headphones,laptop,0.5292669534683228,false_positive,IoU=0.021
P05_S04_HDP_0049.jpg,headphones,,,false_negative,best same-class IoU=0.000
P05_S04_HDP_0049.jpg,headphones,laptop,0.37489575147628784,false_positive,IoU=0.323
P05_S04_KEY_0011.jpg,keyboard,cup,0.5562719702720642,false_positive,IoU=0.000
P05_S04_KEY_0016.jpg,keyboard,,,localization_error,best same-class IoU=0.475
P05_S04_KEY_0016.jpg,keyboard,laptop,0.5062233805656433,class_confusion,IoU=0.753
P05_S04_KEY_0016.jpg,keyboard,keyboard,0.42382127046585083,false_positive,IoU=0.475
P05_S04_KEY_0017.jpg,keyboard,mouse,0.30483773350715637,false_positive,IoU=0.000
P05_S04_KEY_0017.jpg,keyboard,keyboard,0.25157803297042847,false_positive,IoU=0.552
P05_S04_KEY_0018.jpg,keyboard,laptop,0.6225606203079224,false_positive,IoU=0.000
P05_S04_KEY_0018.jpg,keyboard,laptop,0.3420446515083313,false_positive,IoU=0.000
P05_S04_KEY_0019.jpg,keyboard,laptop,0.8956897854804993,false_positive,IoU=0.072
P05_S04_LAP_0021.jpg,laptop,laptop,0.8414674997329712,false_positive,IoU=0.006
P05_S04_LAP_0021.jpg,laptop,laptop,0.3731840252876282,false_positive,IoU=0.130
P05_S04_LAP_0022.jpg,laptop,laptop,0.7236819267272949,false_positive,IoU=0.278
P05_S04_LAP_0024.jpg,laptop,laptop,0.3214127719402313,false_positive,IoU=0.085
P05_S04_LAP_0028.jpg,laptop,laptop,0.5313466787338257,false_positive,IoU=0.181
P05_S04_MIX_0052.jpg,mouse,,,false_negative,best same-class IoU=0.000
P05_S04_MIX_0052.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P05_S04_MIX_0052.jpg,keyboard,laptop,0.6005842089653015,class_confusion,IoU=0.796
P05_S04_MIX_0053.jpg,laptop,laptop,0.4778289794921875,false_positive,IoU=0.068
P05_S04_MIX_0053.jpg,laptop,laptop,0.4231688976287842,false_positive,IoU=0.718
P05_S04_MIX_0054.jpg,laptop,laptop,0.7627838850021362,false_positive,IoU=0.038
P05_S04_MIX_0056.jpg,mouse,mouse,0.3622140884399414,low_confidence_correct,IoU=0.894
P05_S04_MIX_0059.jpg,keyboard,keyboard,0.3884376585483551,low_confidence_correct,IoU=0.764
P05_S04_MIX_0059.jpg,keyboard,keyboard,0.4061354100704193,false_positive,IoU=0.438
P05_S04_MIX_0059.jpg,keyboard,keyboard,0.3171432316303253,false_positive,IoU=0.678
P05_S04_MIX_0062.jpg,cup,laptop,0.6327093243598938,class_confusion,IoU=0.703
P05_S04_MIX_0064.jpg,headphones,,,false_negative,best same-class IoU=0.000
P05_S04_MIX_0065.jpg,laptop,laptop,0.27266958355903625,false_positive,IoU=0.170
P05_S04_MIX_0068.jpg,headphones,laptop,0.3842909634113312,false_positive,IoU=0.028
P05_S04_MIX_0070.jpg,headphones,headphones,0.25648948550224304,low_confidence_correct,IoU=0.657
P05_S04_MIX_0070.jpg,cup,,,false_negative,best same-class IoU=0.000
P05_S04_MIX_0070.jpg,cup,laptop,0.9201822876930237,class_confusion,IoU=0.857
P05_S04_MIX_0070.jpg,headphones,laptop,0.2501649856567383,false_positive,IoU=0.353
P05_S04_MIX_0071.jpg,mouse,,,localization_error,best same-class IoU=0.434
P05_S04_MIX_0071.jpg,keyboard,,,localization_error,best same-class IoU=0.293
P05_S04_MIX_0071.jpg,mouse,mouse,0.8242210149765015,false_positive,IoU=0.434
P05_S04_MIX_0071.jpg,laptop,keyboard,0.3207261264324188,false_positive,IoU=0.326
P05_S04_MIX_0072.jpg,mouse,,,false_negative,best same-class IoU=0.000
P05_S04_MIX_0072.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P05_S04_MIX_0072.jpg,laptop,,,localization_error,best same-class IoU=0.490
P05_S04_MIX_0072.jpg,laptop,laptop,0.7668492794036865,false_positive,IoU=0.490
P05_S04_MIX_0075.jpg,mouse,,,localization_error,best same-class IoU=0.227
P05_S04_MIX_0075.jpg,keyboard,,,localization_error,best same-class IoU=0.457
P05_S04_MIX_0075.jpg,keyboard,keyboard,0.5942471027374268,false_positive,IoU=0.457
P05_S04_MIX_0075.jpg,mouse,mouse,0.2882698178291321,false_positive,IoU=0.227
P05_S04_MIX_0077.jpg,mouse,laptop,0.6124423146247864,false_positive,IoU=0.076
P05_S04_MIX_0078.jpg,cup,laptop,0.3451123833656311,false_positive,IoU=0.000
P05_S04_MIX_0083.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P05_S04_MIX_0084.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P05_S04_MIX_0085.jpg,keyboard,keyboard,0.3538026809692383,low_confidence_correct,IoU=0.544
P05_S04_MIX_0086.jpg,keyboard,keyboard,0.2592243254184723,low_confidence_correct,IoU=0.871
P05_S04_MIX_0086.jpg,keyboard,keyboard,0.3654843270778656,false_positive,IoU=0.692
P05_S04_MIX_0087.jpg,keyboard,headphones,0.3961411714553833,false_positive,IoU=0.021
P05_S04_MIX_0089.jpg,laptop,,,false_negative,best same-class IoU=0.058
P05_S04_MIX_0089.jpg,cup,,,false_negative,best same-class IoU=0.000
P05_S04_MIX_0089.jpg,headphones,,,false_negative,best same-class IoU=0.000
P05_S04_MIX_0089.jpg,laptop,laptop,0.5000419616699219,false_positive,IoU=0.058
P05_S04_MIX_0090.jpg,headphones,laptop,0.38390427827835083,false_positive,IoU=0.085
P05_S04_MIX_0091.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P05_S04_MIX_0092.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P05_S04_MIX_0093.jpg,mouse,,,false_negative,best same-class IoU=0.000
P05_S04_MIX_0093.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P05_S04_MIX_0094.jpg,mouse,,,localization_error,best same-class IoU=0.464
P05_S04_MIX_0094.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P05_S04_MIX_0094.jpg,mouse,mouse,0.9397908449172974,false_positive,IoU=0.464
P05_S04_MIX_0094.jpg,laptop,laptop,0.7437425851821899,false_positive,IoU=0.651
P05_S04_MIX_0095.jpg,mouse,,,localization_error,best same-class IoU=0.458
P05_S04_MIX_0095.jpg,mouse,laptop,0.7441737055778503,false_positive,IoU=0.139
P05_S04_MIX_0095.jpg,mouse,mouse,0.41262444853782654,false_positive,IoU=0.413
P05_S04_MIX_0095.jpg,mouse,mouse,0.2646045386791229,false_positive,IoU=0.458
P05_S04_MIX_0096.jpg,cup,cup,0.4985363483428955,low_confidence_correct,IoU=0.794
P05_S04_MIX_0096.jpg,mouse,,,localization_error,best same-class IoU=0.239
P05_S04_MIX_0096.jpg,mouse,mouse,0.6754468679428101,false_positive,IoU=0.239
P05_S04_MIX_0098.jpg,cup,cup,0.45236653089523315,low_confidence_correct,IoU=0.878
P05_S04_MIX_0098.jpg,mouse,,,false_negative,best same-class IoU=0.000
P05_S04_MIX_0098.jpg,mouse,laptop,0.2599215805530548,false_positive,IoU=0.075
P05_S04_MIX_0099.jpg,keyboard,,,localization_error,best same-class IoU=0.268
P05_S04_MIX_0099.jpg,cup,,,localization_error,best same-class IoU=0.374
P05_S04_MIX_0099.jpg,headphones,,,localization_error,best same-class IoU=0.337
P05_S04_MIX_0099.jpg,headphones,headphones,0.7637417316436768,false_positive,IoU=0.337
P05_S04_MIX_0099.jpg,cup,cup,0.6792468428611755,false_positive,IoU=0.374
P05_S04_MIX_0099.jpg,keyboard,keyboard,0.5075482130050659,false_positive,IoU=0.268
P05_S04_MIX_0100.jpg,cup,cup,0.42643025517463684,low_confidence_correct,IoU=0.796
P05_S04_MIX_0100.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P05_S04_MOU_0001.jpg,mouse,laptop,0.9004141688346863,false_positive,IoU=0.000
P05_S04_MOU_0003.jpg,mouse,laptop,0.4569568932056427,false_positive,IoU=0.000
P05_S04_MOU_0004.jpg,mouse,laptop,0.5702542066574097,false_positive,IoU=0.115
P05_S04_MOU_0005.jpg,mouse,laptop,0.42984017729759216,false_positive,IoU=0.000
P05_S04_MOU_0006.jpg,mouse,laptop,0.36680305004119873,false_positive,IoU=0.063
P05_S04_MOU_0007.jpg,mouse,laptop,0.8181622624397278,false_positive,IoU=0.187
P05_S04_MOU_0008.jpg,mouse,laptop,0.3702493906021118,false_positive,IoU=0.000
