image,ground_truth,prediction,confidence,error_type,notes
P03_S01_CUP_0025.jpg,cup,cup,0.2837759554386139,low_confidence_correct,IoU=0.733
P03_S01_CUP_0025.jpg,cup,laptop,0.6150583028793335,false_positive,IoU=0.000
P03_S01_CUP_0025.jpg,cup,cup,0.4258174002170563,false_positive,IoU=0.000
P03_S01_KEY_0008.jpg,keyboard,headphones,0.33898869156837463,false_positive,IoU=0.000
P03_S01_KEY_0008.jpg,keyboard,keyboard,0.2861376702785492,false_positive,IoU=0.051
P03_S01_MIX_0001.jpg,cup,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0001.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0001.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0001.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0001.jpg,keyboard,laptop,0.27104511857032776,false_positive,IoU=0.164
P03_S01_MIX_0001.jpg,laptop,laptop,0.252738356590271,false_positive,IoU=0.185
P03_S01_MIX_0002.jpg,cup,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0002.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0002.jpg,keyboard,laptop,0.3300756812095642,false_positive,IoU=0.218
P03_S01_MIX_0002.jpg,laptop,laptop,0.3142823278903961,false_positive,IoU=0.153
P03_S01_MIX_0003.jpg,keyboard,keyboard,0.3106672167778015,low_confidence_correct,IoU=0.859
P03_S01_MIX_0003.jpg,cup,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0003.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0003.jpg,keyboard,keyboard,0.3079511821269989,false_positive,IoU=0.537
P03_S01_MIX_0004.jpg,keyboard,keyboard,0.35089218616485596,low_confidence_correct,IoU=0.818
P03_S01_MIX_0004.jpg,cup,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0004.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0004.jpg,laptop,laptop,0.7705684900283813,false_positive,IoU=0.311
P03_S01_MIX_0004.jpg,keyboard,keyboard,0.42492252588272095,false_positive,IoU=0.524
P03_S01_MIX_0004.jpg,laptop,keyboard,0.35636836290359497,false_positive,IoU=0.452
P03_S01_MIX_0004.jpg,keyboard,keyboard,0.3308074176311493,false_positive,IoU=0.342
P03_S01_MIX_0005.jpg,cup,cup,0.451285183429718,low_confidence_correct,IoU=0.925
P03_S01_MIX_0005.jpg,keyboard,keyboard,0.264412522315979,low_confidence_correct,IoU=0.914
P03_S01_MIX_0005.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0006.jpg,cup,cup,0.3775348365306854,low_confidence_correct,IoU=0.973
P03_S01_MIX_0006.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0006.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0006.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0006.jpg,cup,cup,0.735137403011322,false_positive,IoU=0.694
P03_S01_MIX_0006.jpg,keyboard,laptop,0.31668326258659363,false_positive,IoU=0.248
P03_S01_MIX_0006.jpg,cup,laptop,0.2637934386730194,false_positive,IoU=0.171
P03_S01_MIX_0006.jpg,keyboard,laptop,0.2543899118900299,false_positive,IoU=0.184
P03_S01_MIX_0007.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0007.jpg,mouse,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0007.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0007.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0007.jpg,cup,laptop,0.5655176043510437,false_positive,IoU=0.014
P03_S01_MIX_0007.jpg,cup,cup,0.5477641224861145,false_positive,IoU=0.689
P03_S01_MIX_0007.jpg,cup,laptop,0.5382376313209534,false_positive,IoU=0.037
P03_S01_MIX_0007.jpg,cup,laptop,0.5301557183265686,false_positive,IoU=0.000
P03_S01_MIX_0007.jpg,cup,laptop,0.28798091411590576,false_positive,IoU=0.258
P03_S01_MIX_0008.jpg,cup,cup,0.42541009187698364,low_confidence_correct,IoU=0.806
P03_S01_MIX_0008.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0008.jpg,mouse,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0008.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0008.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0008.jpg,keyboard,laptop,0.6281101107597351,false_positive,IoU=0.157
P03_S01_MIX_0008.jpg,cup,laptop,0.5534496903419495,false_positive,IoU=0.000
P03_S01_MIX_0008.jpg,cup,laptop,0.4349248707294464,false_positive,IoU=0.022
P03_S01_MIX_0009.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0009.jpg,mouse,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0009.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0009.jpg,cup,laptop,0.7109952569007874,false_positive,IoU=0.034
P03_S01_MIX_0009.jpg,cup,laptop,0.555047333240509,false_positive,IoU=0.000
P03_S01_MIX_0010.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0010.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0010.jpg,mouse,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0010.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0010.jpg,cup,laptop,0.49581894278526306,false_positive,IoU=0.000
P03_S01_MIX_0010.jpg,keyboard,laptop,0.35541146993637085,false_positive,IoU=0.142
P03_S01_MIX_0010.jpg,keyboard,laptop,0.3382495939731598,false_positive,IoU=0.017
P03_S01_MIX_0010.jpg,keyboard,laptop,0.2989468574523926,false_positive,IoU=0.126
P03_S01_MIX_0011.jpg,cup,cup,0.3271256387233734,low_confidence_correct,IoU=0.862
P03_S01_MIX_0011.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0011.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0011.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0011.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0011.jpg,mouse,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0011.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0011.jpg,keyboard,laptop,0.4100817143917084,false_positive,IoU=0.009
P03_S01_MIX_0011.jpg,cup,laptop,0.3722809851169586,false_positive,IoU=0.193
P03_S01_MIX_0011.jpg,cup,laptop,0.37203365564346313,false_positive,IoU=0.000
P03_S01_MIX_0011.jpg,keyboard,laptop,0.33729690313339233,false_positive,IoU=0.197
P03_S01_MIX_0012.jpg,cup,cup,0.3301933705806732,low_confidence_correct,IoU=0.803
P03_S01_MIX_0012.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0012.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0012.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0012.jpg,keyboard,laptop,0.48936817049980164,false_positive,IoU=0.129
P03_S01_MIX_0012.jpg,cup,laptop,0.3878383934497833,false_positive,IoU=0.000
P03_S01_MIX_0012.jpg,keyboard,laptop,0.3420763909816742,false_positive,IoU=0.007
P03_S01_MIX_0012.jpg,keyboard,laptop,0.2783242166042328,false_positive,IoU=0.117
P03_S01_MIX_0013.jpg,cup,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0013.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0013.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0013.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0013.jpg,cup,laptop,0.4403705596923828,false_positive,IoU=0.000
P03_S01_MIX_0013.jpg,keyboard,laptop,0.40965476632118225,false_positive,IoU=0.162
P03_S01_MIX_0013.jpg,cup,laptop,0.2572649121284485,false_positive,IoU=0.053
P03_S01_MIX_0014.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0014.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0014.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0014.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0014.jpg,mouse,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0014.jpg,mouse,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0014.jpg,keyboard,laptop,0.3384131193161011,false_positive,IoU=0.142
P03_S01_MIX_0015.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0015.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0015.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0015.jpg,keyboard,laptop,0.5197638869285583,false_positive,IoU=0.152
P03_S01_MIX_0015.jpg,cup,laptop,0.4465819001197815,false_positive,IoU=0.303
P03_S01_MIX_0016.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0016.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0016.jpg,cup,cup,0.6851817965507507,false_positive,IoU=0.442
P03_S01_MIX_0016.jpg,cup,cup,0.6096744537353516,false_positive,IoU=0.674
P03_S01_MIX_0016.jpg,cup,laptop,0.4152637720108032,false_positive,IoU=0.247
P03_S01_MIX_0017.jpg,cup,cup,0.3815145194530487,low_confidence_correct,IoU=0.953
P03_S01_MIX_0017.jpg,keyboard,keyboard,0.2779933512210846,low_confidence_correct,IoU=0.682
P03_S01_MIX_0017.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0017.jpg,cup,cup,0.7317928075790405,false_positive,IoU=0.680
P03_S01_MIX_0017.jpg,cup,laptop,0.5089786052703857,false_positive,IoU=0.039
P03_S01_MIX_0017.jpg,cup,cup,0.3923700451850891,false_positive,IoU=0.000
P03_S01_MIX_0018.jpg,cup,cup,0.26754382252693176,low_confidence_correct,IoU=0.923
P03_S01_MIX_0018.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MIX_0018.jpg,cup,cup,0.6521077156066895,false_positive,IoU=0.645
P03_S01_MIX_0018.jpg,cup,cup,0.34509581327438354,false_positive,IoU=0.240
P03_S01_MIX_0018.jpg,cup,laptop,0.34011608362197876,false_positive,IoU=0.151
P03_S01_MIX_0018.jpg,cup,cup,0.3294357657432556,false_positive,IoU=0.405
P03_S01_MIX_0018.jpg,cup,keyboard,0.2800568640232086,false_positive,IoU=0.011
P03_S01_MIX_0018.jpg,cup,laptop,0.27388039231300354,false_positive,IoU=0.081
P03_S01_MIX_0018.jpg,cup,laptop,0.254043847322464,false_positive,IoU=0.277
P03_S01_MOU_0004.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MOU_0005.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MOU_0006.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MOU_0007.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MOU_0007.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MOU_0008.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MOU_0009.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MOU_0010.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MOU_0011.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MOU_0012.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MOU_0013.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MOU_0014.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MOU_0015.jpg,keyboard,keyboard,0.25594472885131836,low_confidence_correct,IoU=0.536
P03_S01_MOU_0016.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MOU_0017.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MOU_0018.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MOU_0018.jpg,keyboard,headphones,0.3200644552707672,false_positive,IoU=0.000
P03_S01_MOU_0019.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MOU_0020.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MOU_0021.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MOU_0022.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MOU_0022.jpg,keyboard,cup,0.2836121916770935,false_positive,IoU=0.106
P03_S01_MOU_0023.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MOU_0024.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MOU_0025.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MOU_0026.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P03_S01_MOU_0026.jpg,keyboard,cup,0.28974050283432007,class_confusion,IoU=0.902
P03_S01_MOU_0027.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P05_S04_CUP_0032.jpg,cup,laptop,0.3182169497013092,false_positive,IoU=0.014
P05_S04_CUP_0033.jpg,cup,laptop,0.43591487407684326,false_positive,IoU=0.020
P05_S04_CUP_0033.jpg,cup,laptop,0.32391390204429626,false_positive,IoU=0.042
P05_S04_CUP_0034.jpg,cup,,,false_negative,best same-class IoU=0.000
P05_S04_CUP_0034.jpg,cup,headphones,0.365420401096344,false_positive,IoU=0.215
P05_S04_CUP_0036.jpg,cup,,,false_negative,best same-class IoU=0.000
P05_S04_CUP_0036.jpg,cup,laptop,0.5715314149856567,class_confusion,IoU=0.960
P05_S04_CUP_0036.jpg,cup,laptop,0.3397642970085144,class_confusion,IoU=0.592
P05_S04_CUP_0037.jpg,cup,laptop,0.7255829572677612,false_positive,IoU=0.130
P05_S04_CUP_0038.jpg,cup,headphones,0.7271414399147034,false_positive,IoU=0.000
P05_S04_CUP_0038.jpg,cup,laptop,0.6264621019363403,false_positive,IoU=0.000
P05_S04_CUP_0040.jpg,cup,laptop,0.47935232520103455,false_positive,IoU=0.051
P05_S04_HDP_0041.jpg,headphones,cup,0.25444456934928894,false_positive,IoU=0.053
P05_S04_HDP_0044.jpg,headphones,headphones,0.4837964177131653,false_positive,IoU=0.000
P05_S04_HDP_0044.jpg,headphones,keyboard,0.3525391221046448,false_positive,IoU=0.000
P05_S04_HDP_0046.jpg,headphones,headphones,0.4487805962562561,low_confidence_correct,IoU=0.886
P05_S04_HDP_0046.jpg,headphones,headphones,0.7894324064254761,false_positive,IoU=0.540
P05_S04_HDP_0047.jpg,headphones,headphones,0.6513538956642151,false_positive,IoU=0.000
P05_S04_HDP_0047.jpg,headphones,cup,0.27075618505477905,false_positive,IoU=0.000
P05_S04_HDP_0050.jpg,headphones,headphones,0.47007349133491516,false_positive,IoU=0.067
P05_S04_KEY_0013.jpg,keyboard,cup,0.6213874220848083,false_positive,IoU=0.000
P05_S04_KEY_0013.jpg,keyboard,headphones,0.39485523104667664,false_positive,IoU=0.000
P05_S04_KEY_0013.jpg,keyboard,cup,0.39002037048339844,false_positive,IoU=0.000
P05_S04_KEY_0013.jpg,keyboard,cup,0.2642899453639984,false_positive,IoU=0.000
P05_S04_KEY_0016.jpg,keyboard,keyboard,0.5799993872642517,false_positive,IoU=0.502
P05_S04_KEY_0019.jpg,keyboard,laptop,0.28778794407844543,false_positive,IoU=0.018
P05_S04_KEY_0020.jpg,keyboard,laptop,0.5191159248352051,false_positive,IoU=0.000
P05_S04_LAP_0023.jpg,laptop,headphones,0.5334696173667908,false_positive,IoU=0.000
P05_S04_LAP_0023.jpg,laptop,headphones,0.43427252769470215,false_positive,IoU=0.000
P05_S04_LAP_0023.jpg,laptop,keyboard,0.37822893261909485,false_positive,IoU=0.024
P05_S04_LAP_0026.jpg,laptop,keyboard,0.392593115568161,false_positive,IoU=0.000
P05_S04_LAP_0027.jpg,laptop,,,false_negative,best same-class IoU=0.000
P05_S04_LAP_0027.jpg,laptop,keyboard,0.3127589225769043,false_positive,IoU=0.270
P05_S04_LAP_0028.jpg,laptop,keyboard,0.2758275270462036,false_positive,IoU=0.000
P05_S04_LAP_0029.jpg,laptop,headphones,0.8086020946502686,false_positive,IoU=0.000
P05_S04_LAP_0029.jpg,laptop,laptop,0.41718846559524536,false_positive,IoU=0.000
P05_S04_MIX_0052.jpg,mouse,mouse,0.4685593247413635,false_positive,IoU=0.413
P05_S04_MIX_0053.jpg,laptop,,,false_negative,best same-class IoU=0.000
P05_S04_MIX_0057.jpg,mouse,mouse,0.414081871509552,low_confidence_correct,IoU=0.652
P05_S04_MIX_0058.jpg,mouse,,,false_negative,best same-class IoU=0.000
P05_S04_MIX_0059.jpg,keyboard,keyboard,0.2994939982891083,low_confidence_correct,IoU=0.734
P05_S04_MIX_0059.jpg,keyboard,keyboard,0.5736296772956848,false_positive,IoU=0.491
P05_S04_MIX_0059.jpg,keyboard,keyboard,0.36233416199684143,false_positive,IoU=0.285
P05_S04_MIX_0062.jpg,cup,laptop,0.25116947293281555,false_positive,IoU=0.020
P05_S04_MIX_0063.jpg,headphones,headphones,0.370075523853302,low_confidence_correct,IoU=0.567
P05_S04_MIX_0063.jpg,keyboard,,,localization_error,best same-class IoU=0.472
P05_S04_MIX_0063.jpg,headphones,keyboard,0.5876597762107849,class_confusion,IoU=0.614
P05_S04_MIX_0063.jpg,headphones,cup,0.446487158536911,false_positive,IoU=0.000
P05_S04_MIX_0063.jpg,headphones,keyboard,0.4423539340496063,false_positive,IoU=0.077
P05_S04_MIX_0063.jpg,headphones,cup,0.3224395215511322,false_positive,IoU=0.000
P05_S04_MIX_0064.jpg,headphones,headphones,0.43855491280555725,low_confidence_correct,IoU=0.635
P05_S04_MIX_0064.jpg,headphones,headphones,0.8372123837471008,false_positive,IoU=0.462
P05_S04_MIX_0064.jpg,headphones,headphones,0.30039772391319275,false_positive,IoU=0.160
P05_S04_MIX_0065.jpg,cup,,,localization_error,best same-class IoU=0.500
P05_S04_MIX_0065.jpg,cup,cup,0.9096511006355286,false_positive,IoU=0.500
P05_S04_MIX_0065.jpg,laptop,laptop,0.8030537366867065,false_positive,IoU=0.697
P05_S04_MIX_0068.jpg,laptop,laptop,0.4799095094203949,low_confidence_correct,IoU=0.660
P05_S04_MIX_0069.jpg,headphones,cup,0.6024549603462219,false_positive,IoU=0.000
P05_S04_MIX_0069.jpg,headphones,cup,0.3890794813632965,false_positive,IoU=0.000
P05_S04_MIX_0069.jpg,headphones,cup,0.25318294763565063,false_positive,IoU=0.000
P05_S04_MIX_0070.jpg,cup,laptop,0.5199759602546692,class_confusion,IoU=0.875
P05_S04_MIX_0071.jpg,keyboard,keyboard,0.39130255579948425,low_confidence_correct,IoU=0.762
P05_S04_MIX_0071.jpg,mouse,,,localization_error,best same-class IoU=0.476
P05_S04_MIX_0071.jpg,mouse,mouse,0.9404045343399048,false_positive,IoU=0.476
P05_S04_MIX_0071.jpg,laptop,keyboard,0.5546407699584961,false_positive,IoU=0.475
P05_S04_MIX_0071.jpg,laptop,cup,0.4839051365852356,false_positive,IoU=0.067
P05_S04_MIX_0071.jpg,laptop,keyboard,0.39917102456092834,false_positive,IoU=0.273
P05_S04_MIX_0072.jpg,keyboard,keyboard,0.40822285413742065,low_confidence_correct,IoU=0.782
P05_S04_MIX_0072.jpg,laptop,,,false_negative,best same-class IoU=0.000
P05_S04_MIX_0075.jpg,headphones,headphones,0.4710288941860199,low_confidence_correct,IoU=0.672
P05_S04_MIX_0075.jpg,mouse,,,false_negative,best same-class IoU=0.000
P05_S04_MIX_0075.jpg,headphones,headphones,0.7831341624259949,false_positive,IoU=0.566
P05_S04_MIX_0077.jpg,mouse,,,false_negative,best same-class IoU=0.000
P05_S04_MIX_0078.jpg,cup,cup,0.42873015999794006,false_positive,IoU=0.000
P05_S04_MIX_0081.jpg,cup,laptop,0.2904719412326813,false_positive,IoU=0.083
P05_S04_MIX_0081.jpg,mouse,headphones,0.25059744715690613,false_positive,IoU=0.202
P05_S04_MIX_0083.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P05_S04_MIX_0083.jpg,laptop,laptop,0.8492820262908936,false_positive,IoU=0.646
P05_S04_MIX_0083.jpg,laptop,cup,0.30798837542533875,false_positive,IoU=0.001
P05_S04_MIX_0084.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P05_S04_MIX_0084.jpg,cup,laptop,0.4786258935928345,false_positive,IoU=0.000
P05_S04_MIX_0084.jpg,cup,laptop,0.42677250504493713,false_positive,IoU=0.000
P05_S04_MIX_0084.jpg,cup,keyboard,0.42006608843803406,false_positive,IoU=0.000
P05_S04_MIX_0084.jpg,cup,laptop,0.2755253314971924,false_positive,IoU=0.000
P05_S04_MIX_0085.jpg,keyboard,,,false_negative,best same-class IoU=0.000
